asin,text,title,location_and_date,verified,rating
B0CJB92WJ4,"I use the product for work. I have had for 7 months. So takes quite a bit of abuse and has held up.  This positive being said they must improve the screen tab holders at the bottom.  Over time they do not hold the iPad in place.  They do not go over the screen far enough to prevent the screen from popping out every time you open the iPad from the keyboard.  This only happened after use and is a weak point of the design.  Please change for future revisions.  Why?  I have tried several and this one by far out performs the others on the Amazon site.  The keyboard lasts a long time, couple weeks, without a charge.  I use every day throughout the day.  It connects to the iPad quickly compared with other types.  It is not as seamless as the apple cover, but it is secondary market.  The reason I changed from apple is this unit lays flat when I want to write notes, etc.  apple does not very cumbersome to use as a tablet.  This unit compared with others has a good holder for the apple pen.  Other units use the magnet solely and I have lost and wrecked 2. This unit I have not lost a pen to date.",Very Good iPad cover and keyboard,"Reviewed in the United States on December 4, 2023",TRUE,4
B0CJB92WJ4,"At first it worked great! For about 1.5 weeks! Now, the spacebar doesn’t work half the time. The arrow buttons have never worked when you’re typing (in Google search, for ex.) and you want to “arrow” down because it finished your search text for you. The balance is not good, either. Your iPad will be TOO heavy for this (12.9 pro)—you’ll have to have this open at about 90° - anything past is sketchy! The color is nice, but doesn’t make up for what’s negative about it.I wish I’d kept the original packaging.I cannot recommend this product, at all.",DON’T WASTE YOUR MONEY! KEEP SCROLLING!,"Reviewed in the United States on January 15, 2024",TRUE,1
B0CJB92WJ4,"This case is the perfect case and color for my iPad Pro. Love the colors of the keyboard, keeps it safe and protected and has all the controls right at your fingertips.",Perfect for my iPad Pro,"Reviewed in the United States on January 11, 2024",TRUE,5
B0CJB92WJ4,"My IPad Pro is my main computer.  This keyboard did not work well with the Notability app which I use a lot for file saving and drawing.  Had a lot of glitches or none responsive key strokes and kept kicking me off the app or closing a file whenever I was doing simple typing or cutting and pasting text from other sources.  There were also some none-responding when on Amazon. Connectivity was easy but I didn’t like how it shut itself off so often when not in use even though I understand it was used to save power.  If you’ve never used a track pad, it might take a while to get used to it or was it just being unresponsive?  I decided not to use it anymore after using for about a week.",Not great.,"Reviewed in the United States on August 7, 2023",TRUE,3
B0CJB92WJ4,"I am really enjoying using this keyboard with my iPad Pro.  I like the flexibility it given me in using the iPad more like a laptop when desired (lots of typing).  I find the touch pad very helpful and like the feel of the keyboard.  The key backlighting works well in low light situations.  I also wanted to say how impressed I was with the customer service when I started to have an issue with some of the keys.  I was using the original one I received for about 4 months when I started having trouble with a few of the keys typing more than 1 letter (actually it was the t key always typing t5 for some reason).  The Amazon return window was 1 month.  I contacted the company directly as they advertised a 12 month warranty.  They responded within 24 hours and were very helpful in first helping me trouble shoot the issue, then ultimately sending me a brand new keyboard when the trouble shooting failed.  They did ask I send a video of the problems I was experiencing so they could provide feedback to the engineers on how to prevent/address such issues in the future.  The new until works flawlessly.  Exceptional customer service !!",Excellent product with exceptional customer service!,"Reviewed in the United States on July 8, 2023",TRUE,5
B0CJB92WJ4,"I went through 4 different keyboards before finally settling on this one. I originally started off with the Logitech Trackpad but quickly returned it as I wasn’t able to set the iPad on my lap and use it in the car.From there I went with the actual Apple Magic Keyboard which in all honest I REALLY liked, BUT it didn’t have any of the “quick keys” to control the volume, brightness and switching between apps and locking the iPad (more on that in a second). Sure there were some keyboard shortcuts for some of the things but I really found myself missing the versatility of the quick keys and being able to spin the iPad around and just use it as a tablet.My last ditch effort before settling for this keyboard was the ZAGG Folio Trackpad. My biggest complaint with it was mainly that I couldn’t just quickly pickup the iPad and keyboard and move it from one location to another without having to collapse it down.I’m only giving this 4 stars as not ALL of the extra function keys are presently working with my main complaint being the single click of the lock and it auto locking the iPad. Outside of that this is a FANTASTIC keyboard with all of the features and functionality that I’m looking for.If someone knows how to get the lock key to function as well as the Globe to open up the default browser I would gladly move this up to a 5 start review as outside of those two small issues this is a great keyboard for the money!",Best Value for the Money,"Reviewed in the United States on December 24, 2023",TRUE,4
B0CJB92WJ4,Fits perfectly to the ipad and interacts well.  I am pleased with this product,Good look an feel,"Reviewed in the United States on February 4, 2024",TRUE,4
B0CJB92WJ4,Little lag and it looks nice keyboard is comfortable. Unfortunately the color is rubbing off on the wrist rests,Does the job but,"Reviewed in the United States on January 19, 2024",TRUE,4
B0CJB92WJ4,"UPDATED Aug. 7, 2023.  I did eventually see a message to contact BABG in regards to this issue.  They promptly sent me a new keyboard case.  Like the first one it is functioning and wonderful!  Their customer service was great.  They asked only that I send them a video but I can’t find the case so I suspect in my disappointment I tossed it.  I just wanted to post this because their customer service was great.UPDATED May 8, 2023: I have been using this case and still say I love the concept HOWEVER,  after using it for awhile the small pieces at the bottom that hold the iPad in place no longer do so.  With use it does begin to turn easier to flip and use for writing… but, eh the iPad starts to pop out then too so you still have to go slow.  I would not buy this particular one again nor would I recommend it until they come up with a better idea to keep the iPad securely in place.I received this yesterday.  To connect to blue tooth you have to press the fn + C button.  I looked at the top for the fn key.  It is bottom left.  The case seems sturdy.  A little hard to turn the iPad case so you can view it from different angles or fold it ( you have to turn the top all the way around until iPad is facing away from  you then lay it down to use it as a tablet).  It feels sturdy,  the keyboard is great and you have options for backlight color but I honestly don’t care about the color.  I love that the pencil sits in the case instead of the table where my grand daughter found it.  The only issue I have is that the iPad and pencil always start to slide out when I try to open it.  It does disconnect from blue tooth.  IF you stop using it for a few minutes but if you click on a key it reconnects quickly.  I LOVE that I can get to the volume buttons from the keyboard again.  As I type this the cursor does sometimes move but I believe that’s because I hit the trackpad.  When not in use you can easily turn the trackpad off by pressing fn +t while you type and press it again to turn the trackpad back on.  I gave it a 4 start because the iPad falling out is so far the only issue I have with it and one I’m sure I will become accustomed to.",Love it but…..,"Reviewed in the United States on March 18, 2023",TRUE,4
B0CJB92WJ4,"Purchased this for work, worked well for about a month then started to loose connection. Reached out to seller and after a few trouble shooting steps I was sent a replacement. Now the keyboard is working like normal and haven’t had any issues.",Good for presenting,"Reviewed in the United States on December 24, 2023",TRUE,4
B0CJB92WJ4,"Great iPad case and laptop works wonderful. It’s a little unbalanced in the weight distribution. You can’t tilt the iPad back too far without the keyboard leaning with it. There’s also no back rest to off set this weight imbalance. Other than that, the keyboard works great.",Great Case! Basically a Laptop now.,"Reviewed in the United States on December 17, 2023",TRUE,4
B0CJB92WJ4,I contacted the company by e-mail because I was having trouble setting up the keyboard to function. Replied immediately with step by step instructions and a picture of the keyboard functions.Great support!,"Once set up is complete, all is good","Reviewed in the United States on January 17, 2024",TRUE,5
B0CJB92WJ4,I really love this keyboard but find that I rarely use it. It makes a really nice iPad case,Very nice but not quite laptop,"Reviewed in the United States on December 14, 2023",TRUE,4
B0CJB92WJ4,This keyboard stopped working on me after like a 3 weeks. When it did work loved it but you would think for 60 bucks it would of lasted longer then what it did.,broke,"Reviewed in the United States on December 5, 2023",TRUE,4
B0CJB92WJ4,"The case looks good but it didn’t last long. The keys went out one by one so it wasn't useful anymore. The seller sent suggestions to fix it but it didn't work, so they promptly sent out a new case. The seller was very responsive and helpful.",Seller was Helpful after Some Keys Stopped Working,"Reviewed in the United States on November 5, 2023",TRUE,4
B0CJB92WJ4,"She was simply over the moon when she opened this on Christmas!Looks like a laptop, and the screen swivel is just the best.No issues to speak of as of yet.",Wife is Ecstatic!,"Reviewed in the United States on January 2, 2024",TRUE,5
B0CJB92WJ4,Excelente,Buen producto,"Reviewed in the United States on January 25, 2024",TRUE,5
B0CN312XV4,So I actually bought the completely wrong size of this one like an idiot but I loved it so much after testing it out with my friends iPad that I purchased the one that fit my iPad as well (10.9in). This protects my iPad well and I love the keyboard functionality. So many people have complimented me on the item and initially think that it’s a laptop. It also has a convenient holding spot for my apple pen so it’s got everything I need. The battery seems to hold well and I am happy that it has an auto sleep button in case I forget to shut it off. Very pleased with the durability and the weight it gives to my iPad.,I bought the wrong one…,"Reviewed in the United States on January 30, 2024",TRUE,5
B0CN312XV4,"So, I received this iPad Pro case today and I like it already!  The keys are nice and stiff and very responsive.  There’s a nice “nook” at the top to store the Apple Pencil.I’ve tried the Apple iPad Pro case and -hated- it.  It didn’t allow me to recline the screen very much and my fingers kept bumping into the bottom of the iPad Pro.  I did like that it was magnetic and snapped right in, but is definitely my -least- favorite case.  I also tried the Logitech case, which is not bad but Logitech changed the design from the previous model which had a magnetic “strap” to keep the pencil in place.I will likely update this in a few weeks since I haven’t had a lot of time with yet yet.  Some other reviews mention durability,.  I’m pretty careful with my electronics and don’t manhandle them, so, I’m hoping this case holds up well.  This is definitely worth trying out and won’t break the bank.",Best iPad Pro case so far!,"Reviewed in the United States on November 15, 2023",TRUE,5
B0CN312XV4,"Love love love this case. It's turned my iPad into a Mac with ease. Love the light up keypad and I love that the holder can rotate - took me a while to figure out and I almost thought it was falsely advertised but nope, it works perfectly fine.Highly recommend.",Love it!,"Reviewed in the United States on February 3, 2024",TRUE,5
B0CN312XV4,"I use the product for work. I have had for 7 months. So takes quite a bit of abuse and has held up.  This positive being said they must improve the screen tab holders at the bottom.  Over time they do not hold the iPad in place.  They do not go over the screen far enough to prevent the screen from popping out every time you open the iPad from the keyboard.  This only happened after use and is a weak point of the design.  Please change for future revisions.  Why?  I have tried several and this one by far out performs the others on the Amazon site.  The keyboard lasts a long time, couple weeks, without a charge.  I use every day throughout the day.  It connects to the iPad quickly compared with other types.  It is not as seamless as the apple cover, but it is secondary market.  The reason I changed from apple is this unit lays flat when I want to write notes, etc.  apple does not very cumbersome to use as a tablet.  This unit compared with others has a good holder for the apple pen.  Other units use the magnet solely and I have lost and wrecked 2. This unit I have not lost a pen to date.",Very Good iPad cover and keyboard,"Reviewed in the United States on December 4, 2023",TRUE,4
B0CN312XV4,"At first it worked great! For about 1.5 weeks! Now, the spacebar doesn’t work half the time. The arrow buttons have never worked when you’re typing (in Google search, for ex.) and you want to “arrow” down because it finished your search text for you. The balance is not good, either. Your iPad will be TOO heavy for this (12.9 pro)—you’ll have to have this open at about 90° - anything past is sketchy! The color is nice, but doesn’t make up for what’s negative about it.I wish I’d kept the original packaging.I cannot recommend this product, at all.",DON’T WASTE YOUR MONEY! KEEP SCROLLING!,"Reviewed in the United States on January 15, 2024",TRUE,1
B0CN312XV4,"This case is the perfect case and color for my iPad Pro. Love the colors of the keyboard, keeps it safe and protected and has all the controls right at your fingertips.",Perfect for my iPad Pro,"Reviewed in the United States on January 11, 2024",TRUE,5
B0CN312XV4,"My IPad Pro is my main computer.  This keyboard did not work well with the Notability app which I use a lot for file saving and drawing.  Had a lot of glitches or none responsive key strokes and kept kicking me off the app or closing a file whenever I was doing simple typing or cutting and pasting text from other sources.  There were also some none-responding when on Amazon. Connectivity was easy but I didn’t like how it shut itself off so often when not in use even though I understand it was used to save power.  If you’ve never used a track pad, it might take a while to get used to it or was it just being unresponsive?  I decided not to use it anymore after using for about a week.",Not great.,"Reviewed in the United States on August 7, 2023",TRUE,3
B0CN312XV4,"I am really enjoying using this keyboard with my iPad Pro.  I like the flexibility it given me in using the iPad more like a laptop when desired (lots of typing).  I find the touch pad very helpful and like the feel of the keyboard.  The key backlighting works well in low light situations.  I also wanted to say how impressed I was with the customer service when I started to have an issue with some of the keys.  I was using the original one I received for about 4 months when I started having trouble with a few of the keys typing more than 1 letter (actually it was the t key always typing t5 for some reason).  The Amazon return window was 1 month.  I contacted the company directly as they advertised a 12 month warranty.  They responded within 24 hours and were very helpful in first helping me trouble shoot the issue, then ultimately sending me a brand new keyboard when the trouble shooting failed.  They did ask I send a video of the problems I was experiencing so they could provide feedback to the engineers on how to prevent/address such issues in the future.  The new until works flawlessly.  Exceptional customer service !!",Excellent product with exceptional customer service!,"Reviewed in the United States on July 8, 2023",TRUE,5
B0CN312XV4,"I went through 4 different keyboards before finally settling on this one. I originally started off with the Logitech Trackpad but quickly returned it as I wasn’t able to set the iPad on my lap and use it in the car.From there I went with the actual Apple Magic Keyboard which in all honest I REALLY liked, BUT it didn’t have any of the “quick keys” to control the volume, brightness and switching between apps and locking the iPad (more on that in a second). Sure there were some keyboard shortcuts for some of the things but I really found myself missing the versatility of the quick keys and being able to spin the iPad around and just use it as a tablet.My last ditch effort before settling for this keyboard was the ZAGG Folio Trackpad. My biggest complaint with it was mainly that I couldn’t just quickly pickup the iPad and keyboard and move it from one location to another without having to collapse it down.I’m only giving this 4 stars as not ALL of the extra function keys are presently working with my main complaint being the single click of the lock and it auto locking the iPad. Outside of that this is a FANTASTIC keyboard with all of the features and functionality that I’m looking for.If someone knows how to get the lock key to function as well as the Globe to open up the default browser I would gladly move this up to a 5 start review as outside of those two small issues this is a great keyboard for the money!",Best Value for the Money,"Reviewed in the United States on December 24, 2023",TRUE,4
B0CN312XV4,Fits perfectly to the ipad and interacts well.  I am pleased with this product,Good look an feel,"Reviewed in the United States on February 4, 2024",TRUE,4
B0CN312XV4,Little lag and it looks nice keyboard is comfortable. Unfortunately the color is rubbing off on the wrist rests,Does the job but,"Reviewed in the United States on January 19, 2024",TRUE,4
B0CN312XV4,"UPDATED Aug. 7, 2023.  I did eventually see a message to contact BABG in regards to this issue.  They promptly sent me a new keyboard case.  Like the first one it is functioning and wonderful!  Their customer service was great.  They asked only that I send them a video but I can’t find the case so I suspect in my disappointment I tossed it.  I just wanted to post this because their customer service was great.UPDATED May 8, 2023: I have been using this case and still say I love the concept HOWEVER,  after using it for awhile the small pieces at the bottom that hold the iPad in place no longer do so.  With use it does begin to turn easier to flip and use for writing… but, eh the iPad starts to pop out then too so you still have to go slow.  I would not buy this particular one again nor would I recommend it until they come up with a better idea to keep the iPad securely in place.I received this yesterday.  To connect to blue tooth you have to press the fn + C button.  I looked at the top for the fn key.  It is bottom left.  The case seems sturdy.  A little hard to turn the iPad case so you can view it from different angles or fold it ( you have to turn the top all the way around until iPad is facing away from  you then lay it down to use it as a tablet).  It feels sturdy,  the keyboard is great and you have options for backlight color but I honestly don’t care about the color.  I love that the pencil sits in the case instead of the table where my grand daughter found it.  The only issue I have is that the iPad and pencil always start to slide out when I try to open it.  It does disconnect from blue tooth.  IF you stop using it for a few minutes but if you click on a key it reconnects quickly.  I LOVE that I can get to the volume buttons from the keyboard again.  As I type this the cursor does sometimes move but I believe that’s because I hit the trackpad.  When not in use you can easily turn the trackpad off by pressing fn +t while you type and press it again to turn the trackpad back on.  I gave it a 4 start because the iPad falling out is so far the only issue I have with it and one I’m sure I will become accustomed to.",Love it but…..,"Reviewed in the United States on March 18, 2023",TRUE,4
B0CN312XV4,"Purchased this for work, worked well for about a month then started to loose connection. Reached out to seller and after a few trouble shooting steps I was sent a replacement. Now the keyboard is working like normal and haven’t had any issues.",Good for presenting,"Reviewed in the United States on December 24, 2023",TRUE,4
B0CN312XV4,"Great iPad case and laptop works wonderful. It’s a little unbalanced in the weight distribution. You can’t tilt the iPad back too far without the keyboard leaning with it. There’s also no back rest to off set this weight imbalance. Other than that, the keyboard works great.",Great Case! Basically a Laptop now.,"Reviewed in the United States on December 17, 2023",TRUE,4
B0CN312XV4,I contacted the company by e-mail because I was having trouble setting up the keyboard to function. Replied immediately with step by step instructions and a picture of the keyboard functions.Great support!,"Once set up is complete, all is good","Reviewed in the United States on January 17, 2024",TRUE,5
B0CN312XV4,I really love this keyboard but find that I rarely use it. It makes a really nice iPad case,Very nice but not quite laptop,"Reviewed in the United States on December 14, 2023",TRUE,4
B0CN312XV4,This keyboard stopped working on me after like a 3 weeks. When it did work loved it but you would think for 60 bucks it would of lasted longer then what it did.,broke,"Reviewed in the United States on December 5, 2023",TRUE,4
B0CN312XV4,"The case looks good but it didn’t last long. The keys went out one by one so it wasn't useful anymore. The seller sent suggestions to fix it but it didn't work, so they promptly sent out a new case. The seller was very responsive and helpful.",Seller was Helpful after Some Keys Stopped Working,"Reviewed in the United States on November 5, 2023",TRUE,4
B0CN312XV4,"She was simply over the moon when she opened this on Christmas!Looks like a laptop, and the screen swivel is just the best.No issues to speak of as of yet.",Wife is Ecstatic!,"Reviewed in the United States on January 2, 2024",TRUE,5
B0CN312XV4,Excelente,Buen producto,"Reviewed in the United States on January 25, 2024",TRUE,5
